title,genre,rating,poster_path,overview,id
Inside Out,Animation,79,/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.",150540
The Equalizer 3,Action,72,/b0Ej6fnXAP8fK75hlyi2jKqdhHz.jpg,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.",926393
The Emperor's New Groove,Adventure,76,/wwbgkXQBEKtnyIJapk6gUgWkVw8.jpg,"When self-centered Emperor Kuzco is turned into a llama by his scheming advisor, he is forced to rely on good-hearted peasant Pacha to get back home.",11688
Final Weapon,Drama,0,/vo3NgTVLOSwlt3jgwUmwvgCuWPH.jpg,A martial arts film set to the music of Lou Reed,801945
Ready Player One,Adventure,75,/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",333339
Dirty Angels,Action,61,/1y3TG8N8zwwMxqh0qzdyDs3IyCq.jpg,"During the United States' 2021 withdrawal from Afghanistan, a group of female soldiers posing as medical relief are sent back in to rescue a group of kidnapped teenagers caught between ISIS and the Taliban.",1043905
Joker,Crime,81,/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",475557
Presence,Horror,60,/xZIGHoHj0DF0zdibwa66cRWHdHO.jpg,"A couple and their children move into a seemingly normal suburban home. When strange events occur, they begin to believe there is something else in the house with them. The presence is about to disrupt their lives in unimaginable ways.",1140535
Irreversible,Drama,71,/rxeDxo8FvZpLu6iplNpxdtAVnfu.jpg,A woman’s lover and her ex-boyfriend take justice into their own hands after she becomes the victim of a rapist. Because some acts can’t be undone. Because man is an animal. Because the desire for vengeance is a natural impulse. Because most crimes remain unpunished.,979
Trail of Vengeance,Western,38,/y6P0tUlkDw8Jc4BiuNKKw6KFjHU.jpg,"In 1875, Katherine's life is shattered when her beloved husband Caleb falls victim to a murder orchestrated by the nefarious Colonel Davis. Alone and overwhelmed, Katherine’s path crosses with John Scobell, a Black man with a troubled past as a former Pinkerton agent. Despite initial reluctance, John is drawn to Katherine’s determination and the injustice of Caleb’s death. Together, they form an unlikely alliance fueled by a shared desire for retribution.",1314754
Palm Springs,Comedy,73,/gnAfqiV7yO3Jq9IntTmwkcaICqc.jpg,"When carefree Nyles and reluctant maid of honor Sarah have a chance encounter at a Palm Springs wedding, things get complicated when they find themselves unable to escape the venue, themselves, or each other.",587792
Solo Leveling -ReAwakening-,Action,70,/dblIFen0bNZAq8icJXHwrjfymDW.jpg,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience.",1357633
From Darkness,Horror,63,/hLAXyfDXf5CI0HRvz0jrqy88mxg.jpg,"Park ranger Angelica seeks the help of her dog handler ex-boyfriend, Viktor, to search for a missing woman in a dangerous nature reserve in Sweden. The search is complicated by a disturbing myth about the Cave Banshee, a vengeful spirit from the Nordic folklore that once lured miners to their deaths in the reserve's treacherous caves. As they delve deeper into the forest, Viktor starts to question his own sanity and whether the rumored Banshee is more than just a myth. To make matters worse, Angelica and Viktor share a painful history with the haunted place. Viktor must now confront his troubled past and work together with Angelica to survive the night and unravel the mystery behind the woman's disappearance.",1202863
Dr. Seuss's The Sneetches,Animation,72,/5jqpfOY6q8ltnCFEfUPY3c0bpR5.jpg,An unexpected friendship forms between two young Sneetches on an island surrounded by beaches in this sweet musical special set in the world of Seuss.,1497036
Aftermath,Action,62,/v9knhuvYKwMUAta6fltNOuun3zF.jpg,"A returning war veteran, stricken with PTSD, gets trapped with his teenage sister on Boston's Tobin Memorial Bridge when a heavily armed group of ex-military revolutionaries take everyone hostage.",1081012
The Conjuring,Horror,75,/wVYREutTvI2tmxr6ujrHT704wGF.jpg,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",138843
Aashiqui 2,Drama,67,/lMblq8xcQIRRIVdaMg1XC283gU0.jpg,"A young woman meets a failing musician who launches her singing career, but their relationship is doomed when people assume he's with her for her fame and fortune.",192558
Rustom,Thriller,67,/xwf74VcrHu1etzOsRVx7nckPPLR.jpg,"A naval officer is devastated to learn about his wife's extramarital affair with a rich businessman while he was away. He pays him a visit and shoots him to death, following which he surrenders himself but claims to be ""not guilty"" in the court, much to the surprise of the businessman's sister and the officers dealing with his case.",392572
Terrifier 3,Horror,68,/ju10W5gl3PPK3b7TjEmVOZap51I.jpg,"Five years after surviving Art the Clown's Halloween massacre, Sienna and Jonathan are still struggling to rebuild their shattered lives. As the holiday season approaches, they try to embrace the Christmas spirit and leave the horrors of the past behind. But just when they think they're safe, Art returns, determined to turn their holiday cheer into a new nightmare. The festive season quickly unravels as Art unleashes his twisted brand of terror, proving that no holiday is safe.",1034541
Guns Up,Action,66,/3RokBWEkQqJRZEVP3DPwGm5MYh6.jpg,"When a job goes horribly wrong, an ex-cop and family man who moonlights as a mob henchman has one night to get his family out of the city.",1181540
Ramayana: Part One,Action,0,/vlYuhFSdmEwo4czE2eDdf2pJ10G.jpg,First part of the epic Ramayana Duology.,656908
Ladies' Doctor,Comedy,42,/8KwEjKVFoz6B9oRXgeSastYUUUz.jpg,"Dr. Lo Bianco, debt load, flees abroad and the headquarters avviatissimo study gynecological colleague Giovannaldi. These are adept at gaining the trust of high society and, thanks to the relationship established with the wife of a wealthy manufacturer (enough to get her pregnant), she becomes finance, own the cuckolded husband, a luxury clinic. And there will be a prize for Lobianco.",292610
Sugar Baby,Thriller,63,/z7NyxmdJ1ypn3Y6BVizjGODuBdO.jpg,"An enterprising Sugar Baby is offered $30,000 to move in with her Sugar Daddy for the week, but soon discovers the sinister secrets trapped within his home.",1101401
Aztec Batman: Clash of Empires,Animation,77,/s0Mlo5w4INp3bUdsJo3RaSSMXWz.jpg,"In the time of the Aztec empire, tragedy strikes Yohualli Coatl when his father is murdered by Spanish conquistadors. To warn King Moctezuma and his high priest, Yoka, of imminent danger, Yohualli escapes to Tenochtitlán. There, he trains in the temple of the bat god Tzinacan with his mentor, developing equipment and weaponry to confront the Spanish invasion and avenge his father’s death. Along the way, he encounters key figures like the fierce Jaguar Woman and the conquistador Hernán Cortés.",987400
Shadow Force,Action,63,/9LCpHFXZgkqp2AWiYq0mGbfZauk.jpg,"Kyrah and Isaac were once the leaders of a multinational special forces group called Shadow Force. They broke the rules by falling in love, and in order to protect their son, they go underground. With a large bounty on their heads, and the vengeful Shadow Force hot on their trail, one family's fight becomes all-out war.",757725
Casino Royale,Adventure,52,/9wdw5H018bgIM8bK2HuDvh8BwOh.jpg,"Sir James Bond is called back out of retirement to stop SMERSH. In order to trick SMERSH, James thinks up the ultimate plan - that every agent will be named 'James Bond'. One of the Bonds, whose real name is Evelyn Tremble is sent to take on Le Chiffre in a game of baccarat, but all the Bonds get more than they can handle.",12208
Wanted,Action,65,/cbDMsV4VJAL2xJ2JXdWWjmUXZkT.jpg,"Doormat Wesley Gibson is an office worker whose life is going nowhere. He meets an attractive woman named Fox and discovers that his recently murdered father - whom Wesley never knew - belonged to the Fraternity, a secret society of assassins which takes its orders from Fate itself. Fox and Sloan, the Fraternity's leader, teach Wesley, through intense training, to tap into dormant powers and hone his innate killing skills. Though he enjoys his newfound abilities, he begins to suspect that there is more to the Fraternity than meets the eye.",8909
Butchers Book Two: Raghorn,Horror,46,/uSLYBuDTHpTAJI9vcm2brMu4J9H.jpg,"Book one followed a family of sadistic butchers, living in the backcountry, who see anyone that crosses their path as dead meat. In “Butchers Book Two: Raghorn,” the story continues when an accident leaves the captors in the hands of brutal cannibals who plan to hack them up for meat.",1244039
Nélida,Drama,20,/3G3gX8q7iuvdTlj462ScfTw98wM.jpg,"Nélida is in her 70’s and has lived alone in her small apartment for so long, that the pandemic that puts the world into confinement brings no change to her routine, except for her daughter’s visits becoming more frequent. Until the day she gets a call from a radio show that intends to introduce her to a love suitor, dynamiting the wall she built around herself and cornering her own perception of reality.",1125122
Wonder Woman,Action,72,/v4ncgZjG2Zu8ZW5al1vIZTsSjqX.jpg,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,297762
The Beekeeper,Action,72,/A7EByudX0eOzlkQ2FIbogzyazm2.jpg,One man's campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.,866398
Dagger Eyes,Drama,51,/6HUCx7NuaoKI4kVlQhbNo3JWN0g.jpg,"Assassins are after a prostitute who has come into possession of a cigarette lighter that, unbeknownst to her, contains the negatives that show a politician's assassination. A delightfully playful giallo starring the beautiful Carole Bouquet as Mystère, a high class call girl who becomes the target for a couple of assassins.",108074
Spider-Man: Into the Spider-Verse,Animation,83,/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",324857
Sweethearts,Comedy,57,/890UDXYal6i8A9NbMV5TAxZpOzH.jpg,Two college freshmen who decided to stick with their high school sweethearts have to pull a 'Turkey Dump' and break up with them over 'Drunksgiving' the one chaotic night before Thanksgiving in their hometown that puts their codependent friendship to the test.,999890
Beauty and the Beast,Family,70,/hKegSKIDep2ewJWPUQD7u0KqFIp.jpg,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,321612
Spider-Man,Action,73,/gh4cZbhZxyTbgxQPxD0dOudNPTn.jpg,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",557
Ghosted,Action,69,/liLN69YgoovHVgmlHJ876PKi5Yi.jpg,"Salt-of-the-earth Cole falls head over heels for enigmatic Sadie—but then makes the shocking discovery that she's a secret agent. Before they can decide on a second date, Cole and Sadie are swept away on an international adventure to save the world.",868759
Home Alone 4,Comedy,45,/qRktvMOO2QaCL7gvNyvZDoxPOZj.jpg,"Kevin McCallister's parents have split up. Now living with his mom, he decides to spend Christmas with his dad at the mansion of his father's rich girlfriend, Natalie. Meanwhile robber Marv Merchants, one of the villains from the first two movies, partners up with a new criminal named Vera to hit Natalie's mansion.",12536
Elemental,Family,75,/4Y1WNkd88JXmGfhtWR7dmDAo1T2.jpg,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",976573
The Son of a Thousand Men,Drama,71,/ze9sz0S1eto58QRiaA2FcIEjnIi.jpg,"In a small village, a lonely fisherman yearning for a son is drawn to an ethereal light that links him to others and their long-buried secrets.",1299209
King Kong,Adventure,68,/6a2HY6UmD7XiDD3NokgaBAXEsD2.jpg,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",254
Anaconda,Adventure,0,/qxMv3HwAB3XPuwNLMhVRg795Ktp.jpg,"A group of friends facing mid-life crises head to the rainforest with the intention of remaking their favorite movie from their youth, only to find themselves in a fight for their lives against natural disasters, giant snakes and violent criminals.",1234731
The Illusionist,Animation,73,/Ac2tNYW9sRaOhmtMJQuhf2mvo00.jpg,A French illusionist travels to Scotland to work. He meets a young woman in a small village. Their ensuing adventure in Edinburgh changes both their lives forever.,41201
Beauty and the Beast,Romance,77,/hUJ0UvQ5tgE2Z9WpfuduVSdiCiU.jpg,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",10020
Alarum,Action,56,/ckyYZf5cGTSOwF8LWIRqeThyh18.jpg,"Two married spies caught in the crosshairs of an international intelligence network will stop at nothing to obtain a critical asset. Joe and Lara are agents living off the grid whose quiet retreat at a winter resort is blown to shreds when members of the old guard suspect the two may have joined an elite team of rogue spies, known as Alarum.",1249289
French Lover,Romance,59,/bLqPpqNoKbNbXysIeft1tLIl6KB.jpg,"When a jaded actor meets a down-on-her-luck waitress in Paris, their unexpected love story begins — but will it survive the glare of the spotlight?",1289888
Gladiator II,Action,66,/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",558449
Pinocchio,Fantasy,63,/zaZhjKrJeWczQ3AotKoQObppEbH.jpg,A wooden puppet embarks on a thrilling adventure to become a real boy.,532639
Kung Fu Hustle,Action,74,/exbyTbrvRUDKN2mcNEuVor4VFQW.jpg,"It's the 1940s, and the notorious Axe Gang terrorizes Shanghai. Small-time criminals Sing and Bone hope to join, but they only manage to make lots of very dangerous enemies. Fortunately for them, kung fu masters and hidden strength can be found in unlikely places. Now they just have to take on the entire Axe Gang.",9470
The Menu,Comedy,71,/fPtUgMcLIboqlTlPrq0bQpKK8eq.jpg,"A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.",593643
Our Men,Drama,50,/9haRIN4J2yfApPPtfrYQ0uk0AIO.jpg,"They come from all over the world but they have one thing in common : The Foreign Legion, their new family. Our Men tells these stories : stories of women who struggle to keep their love fire burning; stories of men who leave for battle; stories of loving couples on hostile ground.",660719
It Was Just an Accident,Drama,71,/eNYGj2DG3n8OrVPTfYunpPW9uas.jpg,"Vahid, an Azerbaijani auto mechanic, was once imprisoned by Iranian authorities. During his sentence, he was interrogated blindfolded. One day, a man named Eqbal enters his workshop. His prosthetic leg creaks, and Vahid thinks he recognizes one of his former torturers.",1456349
Rain Man,Drama,77,/iTNHwO896WKkaoPtpMMS74d8VNi.jpg,"When car dealer Charlie Babbitt learns that his estranged father has died, he returns home to Cincinnati, where he discovers that he has a savant older brother named Raymond and that his father's $3 million fortune is being left to the mental institution in which Raymond lives. Motivated by his father's money, Charlie checks Raymond out of the facility in order to return with him to Los Angeles. The brothers' cross-country trip ends up changing both their lives.",380
Warfare,War,71,/srj9rYrjefyWqkLc6l2xjTGeBGO.jpg,"A platoon of Navy SEALs embarks on a dangerous mission in Ramadi, Iraq, with the chaos and brotherhood of war retold through their memories of the event.",1241436
The Monkey,Horror,59,/yYa8Onk9ow7ukcnfp2QWVvjWYel.jpg,"When twin brothers find a mysterious wind-up monkey, a series of outrageous deaths tear their family apart. Twenty-five years later, the monkey begins a new killing spree forcing the estranged brothers to confront the cursed toy.",1124620
The Book,Horror,54,/qlOWxBek4G7Jw52ZBuCKzy4RlKm.jpg,,1380998
Damsel,Fantasy,69,/AgHbB9DCE9aE57zkHjSmseszh6e.jpg,A young woman's marriage to a charming prince turns into a fierce fight for survival when she's offered up as a sacrifice to a fire-breathing dragon.,763215
The Archies,Comedy,57,/hmhWb4NTj02FyDxwBm4x9x2JxwJ.jpg,"Set in 1960s India, Archie and the gang navigate romance, friendship and the future of Riverdale as developers threaten to destroy a beloved park.",975533
GATAO: Big Brothers,Crime,70,/tc5z5OADIYlOZLn0xNNM32c0Cq5.jpg,"Michael and his right-hand man Scorpion, who find themselves embroiled in their father Ko's turf war against rival gangs in Taipei, setting off a conflict between old and new generations of gangsters. The film is the latest installment in the Gatao franchise, following the narrative of a young successor trying to expand his power while navigating the volatile underworld.",1468057
Léon: The Professional,Crime,82,/bxB2q91nKYp8JNzqE7t7TWBVupB.jpg,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",101
Spider-Man 3,Action,64,/qFmwhVUoUSXjkKRmca5yGDEXBIj.jpg,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",559
Legends of the Condor Heroes: The Gallants,Action,68,/fUCFEGFlMIFet9ja72JDAeG1he8.jpg,"Under Genghis Khan, the Mongolian army pushes west to destroy the Jin Dynasty, setting its sights on the Song Dynasty next. Amid internal conflicts among martial arts schools, Guo Jing unites the Central Plains' warriors to defend Xiangyang, embodying courage and loyalty in the fight for the nation.",1185528
Captain America: Civil War,Adventure,74,/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",271110
The Woman in Cabin 10,Mystery,62,/4kpdyePOlcELQQJcxXPF5GB1Adw.jpg,"On a lavish yacht for an assignment, a journalist sees a passenger go overboard. But when no one believes her, she risks her life to uncover the truth.",1290879
Saving Private Ryan,War,82,/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",857
The Veteran,Action,57,/i1gSsXTWtCmNQArmIeUpAysHEmi.jpg,"Soldier Robert Miller returns home from Afghanistan unable to fit back into society. Living on a violent council estate and finding work in undercover surveillance, he becomes obsessed with taking down a group of local gangsters who are intrinsically tied to a suspected terrorist cell. Taking the situation into his own hands, Robert embarks on a brutal quest for justice, with devastating consequences.",70196
Pretty Woman,Romance,74,/hVHUfT801LQATGd26VPzhorIYza.jpg,"While on a business trip in Los Angeles, Edward Lewis, a millionaire entrepreneur who makes a living buying and breaking up companies, picks up a prostitute, Vivian, while asking for directions; after, Edward hires Vivian to stay with him for the weekend to accompany him to a few social events, and the two get closer only to discover there are significant hurdles to overcome as they try to bridge the gap between their very different worlds.",114
The Voyeurs,Thriller,65,/8Y4XOIWhpOvSOEn8XrxbkH9yAXO.jpg,"When Pippa and Thomas move into their dream apartment, they notice that their windows look directly into the apartment opposite – inviting them to witness the volatile relationship of the attractive couple across the street. But what starts as a simple curiosity turns into full-blown obsession with increasingly dangerous consequences.",645710
Padre no hay más que uno 5: Nido repleto,Comedy,65,/7H27uvaPZfq794qVcLFrSEgHseZ.jpg,"Some parents experience the anguish of the ""empty nest"" when their children leave home. Javier, on the other hand, suffers the trauma of the ""full nest"": no one wants to leave home.",1328913
Cage Dive,Horror,46,/3uUO9eDxHeDREIX77BaQiI88ajp.jpg,"Three friends from California are filming an audition tape for an extreme reality game show. They document their journey to Australia where they will be doing their most dangerous activity: Shark Cage Diving. A catastrophic turn of events leaves them in baited water full of Great White Sharks, turning their recording into a blood chilling diary of survival...And death.",420707
The Senior,Drama,62,/sv3kE86knrukjpGTtLLfg246JFx.jpg,"At 59, Mike Flynt may be too old to be on a college football field, but not too old to feel the weight of unfinished business. After nearly four decades, he returns to his alma mater to take the hit that changed everything. Bruised, doubted, and nearly broken, he pushes for one more game, not for glory, but for the teammates he lost, the family he fractured, and the ending he still believes is possible.",1135303
Bingo Bongo,Comedy,57,/5ve4VuCwi7Xas5s50ynEB7uFjM2.jpg,"The ape-man, found somewhere in the jungles of Congo, transferred to Milan and named Bingo Bongo. The only one who believes in the human qualities of him is Laura, a woman anthropologist , so their affection for each other even grows to love.",62029
"The Good, the Bad and the Ugly",Western,85,/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg,"While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",429
Gremlins,Fantasy,71,/6m0F7fsXjQvUbCZrPWcJNrjvIui.jpg,"After receiving an exotic small animal as a Christmas gift, a young man inadvertently breaks three important rules concerning his new pet, which unleashes a horde of malevolently mischievous creatures on a small town.",927
Hot Fuzz,Crime,76,/4Br5qhGrfIxlJmlnR2qfCRYioqq.jpg,"Former London constable Nicholas Angel finds it difficult to adapt to his new assignment in the sleepy British village of Sandford. Not only does he miss the excitement of the big city, but he also has a well-meaning oaf for a partner. However, when a series of grisly accidents rocks Sandford, Angel smells something rotten in the idyllic village.",4638
Toy Story 2,Animation,76,/4rbcp3ng8n1MKHjpeqW0L7Fnpzz.jpg,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",863
Erotic Ghost Story III,Horror,55,/2b1Y6NbZenY45DgC5CwncoLkpo.jpg,"A wanderer meets a monk with magical powers and becomes entranced by a mural of exquisite dancing women. He enters the painting, unaware of the conspiracy behind it, and must rescue the women who are trapped within.",105825
Unthinkable,Drama,68,/6yQqguytl10FhImngDHV90Aqewa.jpg,The government gets wind of a plot to destroy America involving a trio of nuclear weapons for which the whereabouts are unknown. It's up to a seasoned interrogator and an FBI agent to find out exactly where the nukes are.,38199
Tell Me Softly,Romance,0,/iJ5xtuhWQ2L7MZC9d09iimkyWPc.jpg,"Kamila Hamilton had everything under control... or so she thought: she had no plans for the Di Bianco brothers to turn her world upside down again. Seven years ago, Thiago was the one who gave her her first kiss. And Taylor was the one who always protected her.",1379963
The Mask,Romance,70,/jPC2eYub74zwf2tPGVtzSlBW6Oy.jpg,"Stanley, a meek bank employee, turns into an eccentric and maniacal green-skinned superhero who can bend reality, after wearing a wooden mask that was created by Loki, the Norse god of mischief.",854
Dada,Drama,74,/x7C2u4oXoMFQBaSJqqcyU3qpwKy.jpg,"Manikandan and Sindhu, final year college students, become parents accidentally. Situations separate them, forcing Manikandan to raise his child, Adhithya, as a single parent. What follows is a beautiful tale of a father and son and their journey against all odds.",965979
Hacksaw Ridge,Drama,81,/wuz8TjCIWR2EVVMuEfBnQ1vuGS3.jpg,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",324786
The Devil Wears Prada,Drama,74,/8912AsVuS7Sj915apArUFbv6F9L.jpg,"Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.",350
10 Things I Hate About You,Comedy,75,/ujERk3aKABXU3NDXOAxEQYTHe9A.jpg,"On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",4951
Cars 3,Animation,69,/fyy1nDC8wm553FCiBDojkJmKLCs.jpg,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",260514
Avengers: Doomsday,Sci-Fi,0,/6eB2oh1SplddsZYCdayrIdrIGLd.jpg,"The Avengers, Wakandans, Fantastic Four, Thunderbolts, and X-Men all fight against Doctor Doom. Plot TBA.",1003596
Kingdom of Heaven,Drama,70,/rNaBe4TwbMef71sgscqabpGKsxh.jpg,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",1495
The Corruption,Drama,51,/s9pXocmKhkvLazafoL0oUGIn3Me.jpg,"Anna, a beautiful lawyer's wife, feels abandoned by her husband and grows closer to their maid, Angela. The maid convinces Anna to try increasingly daring erotic games.",144069
Playing with Love,Drama,51,/nu5uj47KSF73VPEiIRYdPLJ96j7.jpg,"Laura and Fabrizio have been meeting every summer in the forest by her parent's summer home. Fabrizio is a solitary boy with only his dog for company; Laura a sweet but unconfident child. This summer new aspects enter into their story as both are growing up. Laura is falling in love with Fabrizio, while he displays a new sexual awareness of her masked by his malice. Things develop further when they meet Sylvia who, unlike the innocent Laura, is confident and assertive. Fabrizio develops a fascination with her, eventually bribing Laura to fetch her to the forest to join them in play.",46853
Tinsel Town,Comedy,80,/tGidrBsBBxUkmdQpIeFI09oLL8F.jpg,"A washed-up Hollywood action hero is tricked into starring in a small English town’s chaotic Christmas pantomime, where a straight-talking dance instructor and his estranged daughter just might help him rediscover the magic of the season.",1430593
Da Thadiya,Comedy,63,/rNSw4mSklA7dVi2vVCzEQveqirn.jpg,Luke faces many embarrassments as he is obese. Will he be able to prove his talent in front of the people who teased him for obesity?,154699
WALL·E,Animation,81,/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,"What if mankind had to leave Earth and somebody forgot to turn the last robot off? After hundreds of years doing what he was built for, WALL•E discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen.",10681
Corpse Bride,Romance,76,/isb2Qow76GpqYmsSyfdMfsYAjts.jpg,"In a 19th-century European village, a young man about to be married is whisked away to the underworld and wed to a mysterious corpse bride, while his real bride waits bereft in the land of the living.",3933
Luca,Animation,78,/9x4i9uKGXt8IiiIF5Ey0DIoY738.jpg,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,508943
Jingle All the Way,Family,60,/6QLkeLXPIxiihuX5enHHNEuCCzy.jpg,"Howard Langston, a salesman for a mattress company, is constantly kept busy at his job, disappointing his son. After he misses his son's karate exposition, Howard vows to make it up to him by buying an action figure of his son's favorite television hero for Christmas. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man. Now, Howard must travel all over town and compete with everybody else to find a Turbo Man action figure.",9279
Migration,Family,73,/dpXxBDi0ut5svjh5fbAqLoaJSq8.jpg,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.",940551
Jingle All the Way,Family,60,/6QLkeLXPIxiihuX5enHHNEuCCzy.jpg,"Howard Langston, a salesman for a mattress company, is constantly kept busy at his job, disappointing his son. After he misses his son's karate exposition, Howard vows to make it up to him by buying an action figure of his son's favorite television hero for Christmas. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man. Now, Howard must travel all over town and compete with everybody else to find a Turbo Man action figure.",9279
Migration,Family,73,/dpXxBDi0ut5svjh5fbAqLoaJSq8.jpg,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.",940551
Edward Scissorhands,Fantasy,77,/e0FqKFvGPdQNWG8tF9cZBtev9Em.jpg,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,162
Gone Girl,Mystery,79,/ts996lKsxvjkO2yiYG0ht4qAicO.jpg,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",210577
